source_id,question,notes,answered,answered_pct,abstained,empty,missing_key
mann-v1-2012-5f90ead66c93,mechanism,349,345,98.9,4,0,0
mann-v1-2012-5f90ead66c93,move,349,349,100.0,0,0,0
mann-v1-2012-5f90ead66c93,names,349,349,100.0,0,0,0
mann-v1-2012-5f90ead66c93,position,349,348,99.7,1,0,0
mann-v1-2012-5f90ead66c93,position_of,349,312,89.4,37,0,0
mann-v1-2012-5f90ead66c93,ranges_over,349,348,99.7,1,0,0
mann-v1-2012-5f90ead66c93,stops_holding,349,223,63.9,126,0,0
mann-v1-2012-5f90ead66c93,uses,349,349,100.0,0,0,0
mann-v2-1993-ec759675dcbd,about,460,459,99.8,0,0,1
mann-v2-1993-ec759675dcbd,arguing_against,460,427,92.8,7,25,1
mann-v2-1993-ec759675dcbd,assumes,460,409,88.9,50,0,1
mann-v2-1993-ec759675dcbd,citations,460,431,93.7,3,25,1
mann-v2-1993-ec759675dcbd,claim,460,458,99.6,1,0,1
mann-v2-1993-ec759675dcbd,comparison,460,449,97.6,10,0,1
mann-v2-1993-ec759675dcbd,concedes,460,454,98.7,5,0,1
mann-v2-1993-ec759675dcbd,defines,460,250,54.3,31,178,1
mann-v2-1993-ec759675dcbd,evidence,460,445,96.7,14,0,1
mann-v2-1993-ec759675dcbd,mechanism,460,448,97.4,11,0,1
mann-v2-1993-ec759675dcbd,move,460,458,99.6,1,0,1
mann-v2-1993-ec759675dcbd,names,460,458,99.6,0,1,1
mann-v2-1993-ec759675dcbd,position,460,453,98.5,6,0,1
mann-v2-1993-ec759675dcbd,position_of,460,386,83.9,73,0,1
mann-v2-1993-ec759675dcbd,ranges_over,460,455,98.9,4,0,1
mann-v2-1993-ec759675dcbd,stops_holding,460,272,59.1,187,0,1
mann-v2-1993-ec759675dcbd,uses,460,458,99.6,0,1,1
mann-v3-2012-3e9f48ff605a,about,319,319,100.0,0,0,0
mann-v3-2012-3e9f48ff605a,arguing_against,319,298,93.4,4,17,0
mann-v3-2012-3e9f48ff605a,assumes,319,287,90.0,32,0,0
mann-v3-2012-3e9f48ff605a,citations,319,301,94.4,3,15,0
mann-v3-2012-3e9f48ff605a,claim,319,319,100.0,0,0,0
mann-v3-2012-3e9f48ff605a,comparison,319,317,99.4,2,0,0
mann-v3-2012-3e9f48ff605a,concedes,319,316,99.1,3,0,0
mann-v3-2012-3e9f48ff605a,defines,319,158,49.5,22,139,0
mann-v3-2012-3e9f48ff605a,evidence,319,313,98.1,6,0,0
mann-v3-2012-3e9f48ff605a,mechanism,319,316,99.1,3,0,0
mann-v3-2012-3e9f48ff605a,move,319,318,99.7,1,0,0
mann-v3-2012-3e9f48ff605a,names,319,319,100.0,0,0,0
mann-v3-2012-3e9f48ff605a,position,319,318,99.7,1,0,0
mann-v3-2012-3e9f48ff605a,position_of,319,280,87.8,39,0,0
mann-v3-2012-3e9f48ff605a,ranges_over,319,319,100.0,0,0,0
mann-v3-2012-3e9f48ff605a,stops_holding,319,178,55.8,141,0,0
mann-v3-2012-3e9f48ff605a,uses,319,319,100.0,0,0,0
mann-v4-2013-1b7e828e0199,about,294,293,99.7,0,0,1
mann-v4-2013-1b7e828e0199,arguing_against,294,283,96.3,2,8,1
mann-v4-2013-1b7e828e0199,assumes,294,267,90.8,26,0,1
mann-v4-2013-1b7e828e0199,citations,294,281,95.6,4,8,1
mann-v4-2013-1b7e828e0199,claim,294,293,99.7,0,0,1
mann-v4-2013-1b7e828e0199,comparison,294,290,98.6,3,0,1
mann-v4-2013-1b7e828e0199,concedes,294,289,98.3,4,0,1
mann-v4-2013-1b7e828e0199,defines,294,162,55.1,14,117,1
mann-v4-2013-1b7e828e0199,evidence,294,287,97.6,6,0,1
mann-v4-2013-1b7e828e0199,mechanism,294,288,98.0,5,0,1
mann-v4-2013-1b7e828e0199,move,294,293,99.7,0,0,1
mann-v4-2013-1b7e828e0199,names,294,293,99.7,0,0,1
mann-v4-2013-1b7e828e0199,position,294,292,99.3,1,0,1
mann-v4-2013-1b7e828e0199,position_of,294,268,91.2,25,0,1
mann-v4-2013-1b7e828e0199,ranges_over,294,292,99.3,1,0,1
mann-v4-2013-1b7e828e0199,stops_holding,294,146,49.7,147,0,1
mann-v4-2013-1b7e828e0199,uses,294,293,99.7,0,0,1
smith-2009-cba7b6f3dfba,about,84,84,100.0,0,0,0
smith-2009-cba7b6f3dfba,arguing_against,84,68,81.0,5,11,0
smith-2009-cba7b6f3dfba,assumes,84,62,73.8,22,0,0
smith-2009-cba7b6f3dfba,citations,84,70,83.3,3,11,0
smith-2009-cba7b6f3dfba,claim,84,83,98.8,1,0,0
smith-2009-cba7b6f3dfba,comparison,84,75,89.3,9,0,0
smith-2009-cba7b6f3dfba,concedes,84,76,90.5,8,0,0
smith-2009-cba7b6f3dfba,defines,84,40,47.6,3,41,0
smith-2009-cba7b6f3dfba,evidence,84,71,84.5,13,0,0
smith-2009-cba7b6f3dfba,mechanism,84,63,75.0,21,0,0
smith-2009-cba7b6f3dfba,move,84,84,100.0,0,0,0
smith-2009-cba7b6f3dfba,names,84,83,98.8,0,1,0
smith-2009-cba7b6f3dfba,position,84,74,88.1,10,0,0
smith-2009-cba7b6f3dfba,position_of,84,75,89.3,9,0,0
smith-2009-cba7b6f3dfba,ranges_over,84,81,96.4,3,0,0
smith-2009-cba7b6f3dfba,stops_holding,84,26,31.0,58,0,0
smith-2009-cba7b6f3dfba,uses,84,84,100.0,0,0,0
tilly-1978-f908c910464c,about,189,189,100.0,0,0,0
tilly-1978-f908c910464c,arguing_against,189,108,57.1,8,73,0
tilly-1978-f908c910464c,assumes,189,155,82.0,34,0,0
tilly-1978-f908c910464c,citations,189,121,64.0,11,57,0
tilly-1978-f908c910464c,claim,189,183,96.8,6,0,0
tilly-1978-f908c910464c,comparison,189,146,77.2,43,0,0
tilly-1978-f908c910464c,concedes,189,155,82.0,34,0,0
tilly-1978-f908c910464c,defines,189,128,67.7,2,59,0
tilly-1978-f908c910464c,evidence,189,130,68.8,59,0,0
tilly-1978-f908c910464c,mechanism,189,139,73.5,50,0,0
tilly-1978-f908c910464c,move,189,189,100.0,0,0,0
tilly-1978-f908c910464c,names,189,181,95.8,0,8,0
tilly-1978-f908c910464c,position,189,164,86.8,25,0,0
tilly-1978-f908c910464c,position_of,189,114,60.3,75,0,0
tilly-1978-f908c910464c,ranges_over,189,175,92.6,14,0,0
tilly-1978-f908c910464c,stops_holding,189,87,46.0,102,0,0
tilly-1978-f908c910464c,uses,189,187,98.9,1,1,0
ungor-2020-ae5701dcc706,about,92,92,100.0,0,0,0
ungor-2020-ae5701dcc706,arguing_against,92,70,76.1,4,18,0
ungor-2020-ae5701dcc706,assumes,92,84,91.3,8,0,0
ungor-2020-ae5701dcc706,citations,92,85,92.4,0,7,0
ungor-2020-ae5701dcc706,claim,92,91,98.9,1,0,0
ungor-2020-ae5701dcc706,comparison,92,86,93.5,6,0,0
ungor-2020-ae5701dcc706,concedes,92,85,92.4,7,0,0
ungor-2020-ae5701dcc706,defines,92,47,51.1,2,43,0
ungor-2020-ae5701dcc706,evidence,92,85,92.4,7,0,0
ungor-2020-ae5701dcc706,mechanism,92,82,89.1,10,0,0
ungor-2020-ae5701dcc706,move,92,91,98.9,1,0,0
ungor-2020-ae5701dcc706,names,92,90,97.8,0,2,0
ungor-2020-ae5701dcc706,position,92,87,94.6,5,0,0
ungor-2020-ae5701dcc706,position_of,92,78,84.8,14,0,0
ungor-2020-ae5701dcc706,ranges_over,92,90,97.8,2,0,0
ungor-2020-ae5701dcc706,stops_holding,92,19,20.7,73,0,0
ungor-2020-ae5701dcc706,uses,92,91,98.9,0,1,0
vignal-2021-c7005c2bf8ef,about,146,146,100.0,0,0,0
vignal-2021-c7005c2bf8ef,arguing_against,146,81,55.5,12,53,0
vignal-2021-c7005c2bf8ef,assumes,146,112,76.7,34,0,0
vignal-2021-c7005c2bf8ef,citations,146,121,82.9,10,15,0
vignal-2021-c7005c2bf8ef,claim,146,137,93.8,9,0,0
vignal-2021-c7005c2bf8ef,comparison,146,117,80.1,29,0,0
vignal-2021-c7005c2bf8ef,concedes,146,120,82.2,26,0,0
vignal-2021-c7005c2bf8ef,defines,146,77,52.7,8,61,0
vignal-2021-c7005c2bf8ef,evidence,146,124,84.9,22,0,0
vignal-2021-c7005c2bf8ef,mechanism,146,123,84.2,23,0,0
vignal-2021-c7005c2bf8ef,move,146,142,97.3,4,0,0
vignal-2021-c7005c2bf8ef,names,146,145,99.3,0,1,0
vignal-2021-c7005c2bf8ef,position,146,128,87.7,18,0,0
vignal-2021-c7005c2bf8ef,position_of,146,96,65.8,50,0,0
vignal-2021-c7005c2bf8ef,ranges_over,146,136,93.2,10,0,0
vignal-2021-c7005c2bf8ef,stops_holding,146,26,17.8,120,0,0
vignal-2021-c7005c2bf8ef,uses,146,143,97.9,1,2,0
wedeen-2019-3ae1f7af318d,about,166,166,100.0,0,0,0
wedeen-2019-3ae1f7af318d,arguing_against,166,116,69.9,13,37,0
wedeen-2019-3ae1f7af318d,assumes,166,137,82.5,29,0,0
wedeen-2019-3ae1f7af318d,citations,166,150,90.4,5,11,0
wedeen-2019-3ae1f7af318d,claim,166,163,98.2,3,0,0
wedeen-2019-3ae1f7af318d,comparison,166,141,84.9,25,0,0
wedeen-2019-3ae1f7af318d,concedes,166,139,83.7,27,0,0
wedeen-2019-3ae1f7af318d,defines,166,69,41.6,7,90,0
wedeen-2019-3ae1f7af318d,evidence,166,141,84.9,25,0,0
wedeen-2019-3ae1f7af318d,mechanism,166,126,75.9,40,0,0
wedeen-2019-3ae1f7af318d,move,166,166,100.0,0,0,0
wedeen-2019-3ae1f7af318d,names,166,166,100.0,0,0,0
wedeen-2019-3ae1f7af318d,position,166,144,86.7,22,0,0
wedeen-2019-3ae1f7af318d,position_of,166,145,87.3,21,0,0
wedeen-2019-3ae1f7af318d,ranges_over,166,153,92.2,13,0,0
wedeen-2019-3ae1f7af318d,stops_holding,166,59,35.5,107,0,0
wedeen-2019-3ae1f7af318d,uses,166,162,97.6,2,2,0
white-2011-5f35a47d9657,about,160,160,100.0,0,0,0
white-2011-5f35a47d9657,arguing_against,160,111,69.4,8,41,0
white-2011-5f35a47d9657,assumes,160,129,80.6,31,0,0
white-2011-5f35a47d9657,citations,160,140,87.5,9,11,0
white-2011-5f35a47d9657,claim,160,159,99.4,1,0,0
white-2011-5f35a47d9657,comparison,160,133,83.1,27,0,0
white-2011-5f35a47d9657,concedes,160,139,86.9,21,0,0
white-2011-5f35a47d9657,defines,160,51,31.9,9,100,0
white-2011-5f35a47d9657,evidence,160,138,86.2,22,0,0
white-2011-5f35a47d9657,mechanism,160,120,75.0,40,0,0
white-2011-5f35a47d9657,move,160,160,100.0,0,0,0
white-2011-5f35a47d9657,names,160,160,100.0,0,0,0
white-2011-5f35a47d9657,position,160,133,83.1,27,0,0
white-2011-5f35a47d9657,position_of,160,119,74.4,41,0,0
white-2011-5f35a47d9657,ranges_over,160,149,93.1,11,0,0
white-2011-5f35a47d9657,stops_holding,160,44,27.5,116,0,0
white-2011-5f35a47d9657,uses,160,159,99.4,0,1,0
wimmer-2013-a67941b77943,about,197,196,99.5,1,0,0
wimmer-2013-a67941b77943,arguing_against,197,109,55.3,5,83,0
wimmer-2013-a67941b77943,assumes,197,145,73.6,52,0,0
wimmer-2013-a67941b77943,citations,197,154,78.2,4,39,0
wimmer-2013-a67941b77943,claim,197,189,95.9,8,0,0
wimmer-2013-a67941b77943,comparison,197,163,82.7,34,0,0
wimmer-2013-a67941b77943,concedes,197,164,83.2,33,0,0
wimmer-2013-a67941b77943,defines,197,115,58.4,2,80,0
wimmer-2013-a67941b77943,evidence,197,162,82.2,35,0,0
wimmer-2013-a67941b77943,mechanism,197,137,69.5,60,0,0
wimmer-2013-a67941b77943,move,197,195,99.0,2,0,0
wimmer-2013-a67941b77943,names,197,190,96.4,0,7,0
wimmer-2013-a67941b77943,position,197,168,85.3,29,0,0
wimmer-2013-a67941b77943,position_of,197,109,55.3,88,0,0
wimmer-2013-a67941b77943,ranges_over,197,181,91.9,16,0,0
wimmer-2013-a67941b77943,stops_holding,197,69,35.0,128,0,0
wimmer-2013-a67941b77943,uses,197,195,99.0,0,2,0
zaum-2007-834d3343aa95,about,165,165,100.0,0,0,0
zaum-2007-834d3343aa95,arguing_against,165,90,54.5,15,60,0
zaum-2007-834d3343aa95,assumes,165,114,69.1,51,0,0
zaum-2007-834d3343aa95,citations,165,139,84.2,9,17,0
zaum-2007-834d3343aa95,claim,165,157,95.2,8,0,0
zaum-2007-834d3343aa95,comparison,165,127,77.0,38,0,0
zaum-2007-834d3343aa95,concedes,165,118,71.5,47,0,0
zaum-2007-834d3343aa95,defines,165,84,50.9,2,79,0
zaum-2007-834d3343aa95,evidence,165,140,84.8,25,0,0
zaum-2007-834d3343aa95,mechanism,165,112,67.9,53,0,0
zaum-2007-834d3343aa95,move,165,165,100.0,0,0,0
zaum-2007-834d3343aa95,names,165,165,100.0,0,0,0
zaum-2007-834d3343aa95,position,165,122,73.9,43,0,0
zaum-2007-834d3343aa95,position_of,165,112,67.9,53,0,0
zaum-2007-834d3343aa95,ranges_over,165,148,89.7,17,0,0
zaum-2007-834d3343aa95,stops_holding,165,51,30.9,114,0,0
zaum-2007-834d3343aa95,uses,165,165,100.0,0,0,0
